Date,Open,High,Low,Close,Volume,Adusted Close
2012-03-25,26.3,26.3,26.3,26.3,0.0,
2012-04-01,26.26,26.26,26.26,26.26,0.0,
2012-04-08,25.89,25.89,25.89,25.89,0.0,
2012-04-15,25.2,25.2,25.2,25.2,0.0,
2012-04-22,25.47,25.47,25.47,25.47,0.0,
2012-04-29,26.1,26.1,26.1,26.1,0.0,
2012-05-06,25.0,25.0,25.0,25.0,0.0,
2012-05-13,24.94,24.94,24.94,24.94,0.0,
2012-05-20,23.63,23.63,23.63,23.63,0.0,
2012-05-27,24.15,24.15,24.15,24.15,0.0,
2012-06-03,23.24,23.24,23.24,23.24,0.0,
2012-06-10,24.07,24.07,24.07,24.07,0.0,
2012-06-17,24.11,24.11,24.11,24.11,0.0,
2012-06-24,24.21,24.21,24.21,24.21,0.0,
2012-07-01,24.98,24.98,24.98,24.98,0.0,
2012-07-08,25.34,25.34,25.34,25.34,0.0,
2012-07-15,25.19,25.19,25.19,25.19,0.0,
2012-07-22,24.84,24.84,24.84,24.84,0.0,
2012-07-29,25.13,25.13,25.13,25.13,0.0,
2012-08-05,25.03,25.03,25.03,25.03,0.0,
2012-08-12,25.63,25.63,25.63,25.63,0.0,
2012-08-19,26.25,26.25,26.25,26.25,0.0,
2012-08-26,25.87,25.87,25.87,25.87,0.0,
2012-09-02,25.97,25.97,25.97,25.97,0.0,
2012-09-09,26.97,26.97,26.97,26.97,0.0,
2012-09-16,27.82,27.82,27.82,27.82,0.0,
2012-09-23,27.43,27.43,27.43,27.43,0.0,
2012-09-30,26.79,26.79,26.79,26.79,0.0,
2012-10-07,27.27,27.27,27.27,27.27,0.0,
2012-10-14,26.66,26.66,26.66,26.66,0.0,
2012-10-21,26.75,26.75,26.75,26.75,0.0,
2012-10-28,26.42,26.42,26.42,26.42,0.0,
2012-11-04,26.58,26.58,26.58,26.58,0.0,
2012-11-11,26.0,26.0,26.0,26.0,0.0,
2012-11-18,25.38,25.38,25.38,25.38,0.0,
2012-11-25,26.46,26.46,26.46,26.46,0.0,
2012-12-02,27.06,27.06,27.06,27.06,0.0,
2012-12-09,27.11,27.11,27.11,27.11,0.0,
2012-12-16,25.38,25.38,25.38,25.38,0.0,
2012-12-23,26.13,26.13,26.13,26.13,0.0,
2012-12-30,25.62,25.62,25.62,25.62,0.0,
2013-01-06,27.16,27.16,27.16,27.16,0.0,
2013-01-13,27.11,27.11,27.11,27.11,0.0,
2013-01-20,27.5,27.5,27.5,27.5,0.0,
2013-01-27,27.86,27.86,27.86,27.86,0.0,
2013-02-03,28.29,28.29,28.29,28.29,0.0,
2013-02-10,28.5,28.5,28.5,28.5,0.0,
2013-02-17,28.97,28.97,28.97,28.97,0.0,
2013-02-24,28.65,28.65,28.65,28.65,0.0,
2013-03-03,28.47,28.47,28.47,28.47,0.0,
2013-03-10,29.39,29.39,29.39,29.39,0.0,
2013-03-17,29.89,29.89,29.89,29.89,0.0,
2013-03-24,29.72,29.72,29.72,29.72,0.0,
2013-03-31,29.81,29.81,29.81,29.81,0.0,
2013-04-07,28.9,28.9,28.9,28.9,0.0,
2013-04-14,29.48,29.48,29.48,29.48,0.0,
2013-04-21,28.27,28.27,28.27,28.27,0.0,
2013-04-28,29.07,29.07,29.07,29.07,0.0,
2013-05-05,29.82,29.82,29.82,29.82,0.0,
2013-05-12,30.64,30.64,30.64,30.64,0.0,
2013-05-19,31.14,31.14,31.14,31.14,0.0,
2013-05-26,30.92,30.92,30.92,30.92,0.0,
2013-06-02,31.07,31.07,31.07,31.07,0.0,
2013-06-09,31.19,31.19,31.19,31.19,0.0,
2013-06-16,30.93,30.93,30.93,30.93,0.0,
2013-06-23,30.39,30.39,30.39,30.39,0.0,
2013-06-30,30.81,30.81,30.81,30.81,0.0,
2013-07-07,31.89,31.89,31.89,31.89,0.0,
2013-07-14,32.82,32.82,32.82,32.82,0.0,
2013-07-21,33.29,33.29,33.29,33.29,0.0,
2013-07-28,33.23,33.23,33.23,33.23,0.0,
2013-08-04,33.56,33.56,33.56,33.56,0.0,
2013-08-11,33.02,33.02,33.02,33.02,0.0,
2013-08-18,32.44,32.44,32.44,32.44,0.0,
2013-08-25,32.71,32.71,32.71,32.71,0.0,
2013-09-01,31.69,31.69,31.69,31.69,0.0,
2013-09-08,32.21,32.21,32.21,32.21,0.0,
2013-09-15,32.89,32.89,32.89,32.89,0.0,
2013-09-22,33.4,33.4,33.4,33.4,0.0,
2013-09-29,33.34,33.34,33.34,33.34,0.0,
2013-10-06,33.48,33.48,33.48,33.48,0.0,
2013-10-13,33.81,33.81,33.81,33.81,0.0,
2013-10-20,34.68,34.68,34.68,34.68,0.0,
2013-10-27,34.86,34.86,34.86,34.86,0.0,
2013-11-03,34.43,34.43,34.43,34.43,0.0,
2013-11-10,34.76,34.76,34.76,34.76,0.0,
2013-11-17,35.36,35.36,35.36,35.36,0.0,
2013-11-24,35.65,35.65,35.65,35.65,0.0,
2013-12-01,36.23,36.23,36.23,36.23,0.0,
2013-12-08,35.99,35.99,35.99,35.99,0.0,
2013-12-15,33.71,33.71,33.71,33.71,0.0,
2013-12-22,34.76,34.76,34.76,34.76,0.0,
2013-12-29,35.33,35.33,35.33,35.33,0.0,
2014-01-05,35.08,35.08,35.08,35.08,0.0,
2014-01-12,35.05,35.05,35.05,35.05,0.0,
2014-01-19,35.05,35.05,35.05,35.05,0.0,
2014-01-26,34.22,34.22,34.22,34.22,0.0,
2014-02-02,33.59,33.59,33.59,33.59,0.0,
2014-02-09,33.19,33.19,33.19,33.19,0.0,
2014-02-16,34.19,34.19,34.19,34.19,0.0,
2014-02-23,34.51,34.51,34.51,34.51,0.0,
2014-03-02,35.42,35.42,35.42,35.42,0.0,
2014-03-09,36.18,36.18,36.18,36.18,0.0,
2014-03-16,35.42,35.42,35.42,35.42,0.0,
2014-03-23,36.12,36.12,36.12,36.12,0.0,
2014-03-30,35.21,35.21,35.21,35.21,0.0,
2014-04-06,35.56,35.56,35.56,35.56,0.0,
2014-04-13,34.47,34.47,34.47,34.47,0.0,
2014-04-20,35.34,35.34,35.34,35.34,0.0,
2014-04-27,35.12,35.12,35.12,35.12,0.0,
2014-05-04,35.22,35.22,35.22,35.22,0.0,
2014-05-11,34.71,34.71,34.71,34.71,0.0,
2014-05-18,34.49,34.49,34.49,34.49,0.0,
2014-05-25,35.13,35.13,35.13,35.13,0.0,
2014-06-01,35.44,35.44,35.44,35.44,0.0,
2014-06-08,36.5,36.5,36.5,36.5,0.0,
2014-06-15,36.25,36.25,36.25,36.25,0.0,
2014-06-22,36.85,36.85,36.85,36.85,0.0,
2014-06-29,36.8,36.8,36.8,36.8,0.0,
2014-07-06,37.55,37.55,37.55,37.55,0.0,
2014-07-13,36.13,36.13,36.13,36.13,0.0,
2014-07-20,36.02,36.02,36.02,36.02,0.0,
2014-07-27,35.79,35.79,35.79,35.79,0.0,
2014-08-03,34.72,34.72,34.72,34.72,0.0,
2014-08-10,35.28,35.28,35.28,35.28,0.0,
2014-08-17,35.73,35.73,35.73,35.73,0.0,
2014-08-24,36.54,36.54,36.54,36.54,0.0,
2014-08-31,36.87,36.87,36.87,36.87,0.0,
2014-09-07,36.74,36.74,36.74,36.74,0.0,
