Date,Open,High,Low,Close,Volume,Adusted Close
2002-09-01,17.31,17.31,17.31,17.31,0.0,
2002-09-08,17.31,17.31,17.31,17.31,0.0,
2002-09-15,17.22,17.22,17.22,17.22,0.0,
2002-09-22,16.36,16.36,16.36,16.36,0.0,
2002-09-29,16.06,16.06,16.06,16.06,0.0,
2002-10-06,15.52,15.52,15.52,15.52,0.0,
2002-10-13,15.17,15.17,15.17,15.17,0.0,
2002-10-20,15.95,15.95,15.95,15.95,0.0,
2002-10-27,16.29,16.29,16.29,16.29,0.0,
2002-11-03,16.68,16.68,16.68,16.68,0.0,
2002-11-10,16.56,16.56,16.56,16.56,0.0,
2002-11-17,16.76,16.76,16.76,16.76,0.0,
2002-11-24,17.29,17.29,17.29,17.29,0.0,
2002-12-01,17.82,17.82,17.82,17.82,0.0,
2002-12-08,17.44,17.44,17.44,17.44,0.0,
2002-12-15,17.13,17.13,17.13,17.13,0.0,
2002-12-22,15.43,15.43,15.43,15.43,0.0,
2002-12-29,15.34,15.34,15.34,15.34,0.0,
2003-01-05,15.62,15.62,15.62,15.62,0.0,
2003-01-12,15.84,15.84,15.84,15.84,0.0,
2003-01-19,15.62,15.62,15.62,15.62,0.0,
2003-01-26,15.0,15.0,15.0,15.0,0.0,
2003-02-02,14.84,14.84,14.84,14.84,0.0,
2003-02-09,14.32,14.32,14.32,14.32,0.0,
2003-02-16,14.19,14.19,14.19,14.19,0.0,
2003-02-23,14.39,14.39,14.39,14.39,0.0,
2003-03-02,14.23,14.23,14.23,14.23,0.0,
2003-03-09,13.9,13.9,13.9,13.9,0.0,
2003-03-16,13.8,13.8,13.8,13.8,0.0,
2003-03-23,14.64,14.64,14.64,14.64,0.0,
2003-03-30,14.3,14.3,14.3,14.3,0.0,
2003-04-06,14.55,14.55,14.55,14.55,0.0,
2003-04-13,14.58,14.58,14.58,14.58,0.0,
2003-04-20,15.03,15.03,15.03,15.03,0.0,
2003-04-27,15.29,15.29,15.29,15.29,0.0,
2003-05-04,16.1,16.1,16.1,16.1,0.0,
2003-05-11,16.43,16.43,16.43,16.43,0.0,
2003-05-18,16.55,16.55,16.55,16.55,0.0,
2003-05-25,16.61,16.61,16.61,16.61,0.0,
2003-06-01,17.54,17.54,17.54,17.54,0.0,
2003-06-08,18.15,18.15,18.15,18.15,0.0,
2003-06-15,18.11,18.11,18.11,18.11,0.0,
2003-06-22,18.3,18.3,18.3,18.3,0.0,
2003-06-29,18.18,18.18,18.18,18.18,0.0,
2003-07-06,18.57,18.57,18.57,18.57,0.0,
2003-07-13,19.38,19.38,19.38,19.38,0.0,
2003-07-20,19.11,19.11,19.11,19.11,0.0,
2003-07-27,19.16,19.16,19.16,19.16,0.0,
2003-08-03,19.15,19.15,19.15,19.15,0.0,
2003-08-10,18.67,18.67,18.67,18.67,0.0,
2003-08-17,19.38,19.38,19.38,19.38,0.0,
2003-08-24,19.98,19.98,19.98,19.98,0.0,
2003-08-31,20.46,20.46,20.46,20.46,0.0,
2003-09-07,20.97,20.97,20.97,20.97,0.0,
2003-09-14,21.06,21.06,21.06,21.06,0.0,
2003-09-21,21.47,21.47,21.47,21.47,0.0,
2003-09-28,20.2,20.2,20.2,20.2,0.0,
2003-10-05,21.27,21.27,21.27,21.27,0.0,
2003-10-12,21.71,21.71,21.71,21.71,0.0,
2003-10-19,21.89,21.89,21.89,21.89,0.0,
2003-10-26,21.39,21.39,21.39,21.39,0.0,
2003-11-02,22.33,22.33,22.33,22.33,0.0,
2003-11-09,23.05,23.05,23.05,23.05,0.0,
2003-11-16,22.6,22.6,22.6,22.6,0.0,
2003-11-23,22.41,22.41,22.41,22.41,0.0,
2003-11-30,23.26,23.26,23.26,23.26,0.0,
2003-12-07,23.24,23.24,23.24,23.24,0.0,
2003-12-14,23.81,23.81,23.81,23.81,0.0,
2003-12-21,24.01,24.01,24.01,24.01,0.0,
2003-12-28,22.81,22.81,22.81,22.81,0.0,
2004-01-04,23.11,23.11,23.11,23.11,0.0,
2004-01-11,23.79,23.79,23.79,23.79,0.0,
2004-01-18,24.37,24.37,24.37,24.37,0.0,
2004-01-25,24.72,24.72,24.72,24.72,0.0,
2004-02-01,24.03,24.03,24.03,24.03,0.0,
2004-02-08,24.18,24.18,24.18,24.18,0.0,
2004-02-15,24.35,24.35,24.35,24.35,0.0,
2004-02-22,24.13,24.13,24.13,24.13,0.0,
2004-02-29,24.37,24.37,24.37,24.37,0.0,
2004-03-07,24.92,24.92,24.92,24.92,0.0,
2004-03-14,24.21,24.21,24.21,24.21,0.0,
2004-03-21,23.77,23.77,23.77,23.77,0.0,
2004-03-28,23.88,23.88,23.88,23.88,0.0,
2004-04-04,25.2,25.2,25.2,25.2,0.0,
2004-04-11,25.12,25.12,25.12,25.12,0.0,
2004-04-18,24.89,24.89,24.89,24.89,0.0,
2004-04-25,25.16,25.16,25.16,25.16,0.0,
2004-05-02,23.82,23.82,23.82,23.82,0.0,
2004-05-09,23.23,23.23,23.23,23.23,0.0,
2004-05-16,22.93,22.93,22.93,22.93,0.0,
2004-05-23,23.05,23.05,23.05,23.05,0.0,
2004-05-30,23.91,23.91,23.91,23.91,0.0,
2004-06-06,23.96,23.96,23.96,23.96,0.0,
2004-06-13,24.25,24.25,24.25,24.25,0.0,
2004-06-20,24.55,24.55,24.55,24.55,0.0,
2004-06-27,25.19,25.19,25.19,25.19,0.0,
2004-07-04,25.2,25.2,25.2,25.2,0.0,
2004-07-11,24.56,24.56,24.56,24.56,0.0,
2004-07-18,24.34,24.34,24.34,24.34,0.0,
2004-07-25,23.61,23.61,23.61,23.61,0.0,
2004-08-01,24.14,24.14,24.14,24.14,0.0,
2004-08-08,22.75,22.75,22.75,22.75,0.0,
2004-08-15,22.67,22.67,22.67,22.67,0.0,
2004-08-22,23.81,23.81,23.81,23.81,0.0,
2004-08-29,23.91,23.91,23.91,23.91,0.0,
2004-09-05,24.15,24.15,24.15,24.15,0.0,
2004-09-12,24.65,24.65,24.65,24.65,0.0,
2004-09-19,24.79,24.79,24.79,24.79,0.0,
2004-09-26,24.61,24.61,24.61,24.61,0.0,
2004-10-03,25.49,25.49,25.49,25.49,0.0,
2004-10-10,25.27,25.27,25.27,25.27,0.0,
2004-10-17,24.73,24.73,24.73,24.73,0.0,
2004-10-24,24.54,24.54,24.54,24.54,0.0,
2004-10-31,25.19,25.19,25.19,25.19,0.0,
2004-11-07,26.01,26.01,26.01,26.01,0.0,
2004-11-14,26.72,26.72,26.72,26.72,0.0,
2004-11-21,26.76,26.76,26.76,26.76,0.0,
2004-11-28,27.58,27.58,27.58,27.58,0.0,
2004-12-05,27.94,27.94,27.94,27.94,0.0,
2004-12-12,27.49,27.49,27.49,27.49,0.0,
2004-12-19,28.08,28.08,28.08,28.08,0.0,
2004-12-26,26.67,26.67,26.67,26.67,0.0,
2005-01-02,26.88,26.88,26.88,26.88,0.0,
2005-01-09,25.33,25.33,25.33,25.33,0.0,
2005-01-16,25.64,25.64,25.64,25.64,0.0,
2005-01-23,25.3,25.3,25.3,25.3,0.0,
2005-01-30,25.46,25.46,25.46,25.46,0.0,
2005-02-06,26.41,26.41,26.41,26.41,0.0,
2005-02-13,26.32,26.32,26.32,26.32,0.0,
2005-02-20,26.35,26.35,26.35,26.35,0.0,
2005-02-27,26.71,26.71,26.71,26.71,0.0,
2005-03-06,27.17,27.17,27.17,27.17,0.0,
2005-03-13,26.49,26.49,26.49,26.49,0.0,
2005-03-20,26.4,26.4,26.4,26.4,0.0,
2005-03-27,26.08,26.08,26.08,26.08,0.0,
2005-04-03,25.98,25.98,25.98,25.98,0.0,
2005-04-10,25.95,25.95,25.95,25.95,0.0,
2005-04-17,24.55,24.55,24.55,24.55,0.0,
2005-04-24,24.75,24.75,24.75,24.75,0.0,
2005-05-01,24.2,24.2,24.2,24.2,0.0,
2005-05-08,24.88,24.88,24.88,24.88,0.0,
2005-05-15,24.18,24.18,24.18,24.18,0.0,
2005-05-22,25.39,25.39,25.39,25.39,0.0,
2005-05-29,25.81,25.81,25.81,25.81,0.0,
2005-06-05,26.05,26.05,26.05,26.05,0.0,
2005-06-12,26.37,26.37,26.37,26.37,0.0,
2005-06-19,27.13,27.13,27.13,27.13,0.0,
2005-06-26,26.34,26.34,26.34,26.34,0.0,
2005-07-03,27.03,27.03,27.03,27.03,0.0,
2005-07-10,27.7,27.7,27.7,27.7,0.0,
2005-07-17,27.86,27.86,27.86,27.86,0.0,
2005-07-24,28.65,28.65,28.65,28.65,0.0,
2005-07-31,28.76,28.76,28.76,28.76,0.0,
2005-08-07,28.21,28.21,28.21,28.21,0.0,
2005-08-14,28.15,28.15,28.15,28.15,0.0,
2005-08-21,27.76,27.76,27.76,27.76,0.0,
2005-08-28,27.57,27.57,27.57,27.57,0.0,
2005-09-04,28.18,28.18,28.18,28.18,0.0,
2005-09-11,28.63,28.63,28.63,28.63,0.0,
2005-09-18,28.46,28.46,28.46,28.46,0.0,
2005-09-25,27.96,27.96,27.96,27.96,0.0,
2005-10-02,28.41,28.41,28.41,28.41,0.0,
2005-10-09,27.55,27.55,27.55,27.55,0.0,
2005-10-16,26.99,26.99,26.99,26.99,0.0,
2005-10-23,26.92,26.92,26.92,26.92,0.0,
2005-10-30,27.13,27.13,27.13,27.13,0.0,
2005-11-06,28.1,28.1,28.1,28.1,0.0,
2005-11-13,28.37,28.37,28.37,28.37,0.0,
2005-11-20,28.51,28.51,28.51,28.51,0.0,
2005-11-27,28.96,28.96,28.96,28.96,0.0,
2005-12-04,29.26,29.26,29.26,29.26,0.0,
2005-12-11,29.29,29.29,29.29,29.29,0.0,
2005-12-18,28.98,28.98,28.98,28.98,0.0,
2005-12-25,26.84,26.84,26.84,26.84,0.0,
2006-01-01,26.52,26.52,26.52,26.52,0.0,
2006-01-08,27.34,27.34,27.34,27.34,0.0,
2006-01-15,27.64,27.64,27.64,27.64,0.0,
2006-01-22,27.56,27.56,27.56,27.56,0.0,
2006-01-29,28.75,28.75,28.75,28.75,0.0,
2006-02-05,28.56,28.56,28.56,28.56,0.0,
2006-02-12,28.22,28.22,28.22,28.22,0.0,
2006-02-19,28.74,28.74,28.74,28.74,0.0,
2006-02-26,29.02,29.02,29.02,29.02,0.0,
2006-03-05,29.06,29.06,29.06,29.06,0.0,
2006-03-12,28.74,28.74,28.74,28.74,0.0,
2006-03-19,29.53,29.53,29.53,29.53,0.0,
2006-03-26,29.93,29.93,29.93,29.93,0.0,
2006-04-02,30.47,30.47,30.47,30.47,0.0,
2006-04-09,30.32,30.32,30.32,30.32,0.0,
2006-04-16,30.15,30.15,30.15,30.15,0.0,
2006-04-23,30.95,30.95,30.95,30.95,0.0,
2006-04-30,30.77,30.77,30.77,30.77,0.0,
2006-05-07,31.63,31.63,31.63,31.63,0.0,
2006-05-14,30.22,30.22,30.22,30.22,0.0,
2006-05-21,29.46,29.46,29.46,29.46,0.0,
2006-05-28,29.7,29.7,29.7,29.7,0.0,
2006-06-04,30.04,30.04,30.04,30.04,0.0,
2006-06-11,28.6,28.6,28.6,28.6,0.0,
2006-06-18,28.21,28.21,28.21,28.21,0.0,
2006-06-25,28.11,28.11,28.11,28.11,0.0,
2006-07-02,29.37,29.37,29.37,29.37,0.0,
2006-07-09,28.81,28.81,28.81,28.81,0.0,
2006-07-16,27.62,27.62,27.62,27.62,0.0,
2006-07-23,27.19,27.19,27.19,27.19,0.0,
2006-07-30,28.2,28.2,28.2,28.2,0.0,
2006-08-06,28.26,28.26,28.26,28.26,0.0,
2006-08-13,27.33,27.33,27.33,27.33,0.0,
2006-08-20,28.51,28.51,28.51,28.51,0.0,
2006-08-27,27.95,27.95,27.95,27.95,0.0,
2006-09-03,28.97,28.97,28.97,28.97,0.0,
2006-09-10,28.49,28.49,28.49,28.49,0.0,
2006-09-17,29.2,29.2,29.2,29.2,0.0,
2006-09-24,28.82,28.82,28.82,28.82,0.0,
2006-10-01,29.08,29.08,29.08,29.08,0.0,
2006-10-08,29.6,29.6,29.6,29.6,0.0,
2006-10-15,30.49,30.49,30.49,30.49,0.0,
2006-10-22,30.51,30.51,30.51,30.51,0.0,
2006-10-29,30.64,30.64,30.64,30.64,0.0,
2006-11-05,30.15,30.15,30.15,30.15,0.0,
2006-11-12,30.94,30.94,30.94,30.94,0.0,
2006-11-19,31.65,31.65,31.65,31.65,0.0,
2006-11-26,31.82,31.82,31.82,31.82,0.0,
2006-12-03,31.35,31.35,31.35,31.35,0.0,
2006-12-10,31.88,31.88,31.88,31.88,0.0,
2006-12-17,32.11,32.11,32.11,32.11,0.0,
2006-12-24,29.26,29.26,29.26,29.26,0.0,
2006-12-31,29.54,29.54,29.54,29.54,0.0,
2007-01-07,29.11,29.11,29.11,29.11,0.0,
2007-01-14,29.87,29.87,29.87,29.87,0.0,
2007-01-21,29.65,29.65,29.65,29.65,0.0,
2007-01-28,29.7,29.7,29.7,29.7,0.0,
2007-02-04,30.5,30.5,30.5,30.5,0.0,
2007-02-11,30.55,30.55,30.55,30.55,0.0,
2007-02-18,30.94,30.94,30.94,30.94,0.0,
2007-02-25,31.26,31.26,31.26,31.26,0.0,
2007-03-04,29.51,29.51,29.51,29.51,0.0,
2007-03-11,29.93,29.93,29.93,29.93,0.0,
2007-03-18,29.71,29.71,29.71,29.71,0.0,
2007-03-25,30.76,30.76,30.76,30.76,0.0,
2007-04-01,30.43,30.43,30.43,30.43,0.0,
2007-04-08,30.87,30.87,30.87,30.87,0.0,
2007-04-15,31.18,31.18,31.18,31.18,0.0,
2007-04-22,31.6,31.6,31.6,31.6,0.0,
2007-04-29,31.53,31.53,31.53,31.53,0.0,
2007-05-06,31.63,31.63,31.63,31.63,0.0,
2007-05-13,31.64,31.64,31.64,31.64,0.0,
2007-05-20,31.49,31.49,31.49,31.49,0.0,
2007-05-27,31.63,31.63,31.63,31.63,0.0,
2007-06-03,32.4,32.4,32.4,32.4,0.0,
2007-06-10,31.72,31.72,31.72,31.72,0.0,
2007-06-17,32.11,32.11,32.11,32.11,0.0,
2007-06-24,31.63,31.63,31.63,31.63,0.0,
2007-07-01,31.53,31.53,31.53,31.53,0.0,
2007-07-08,32.15,32.15,32.15,32.15,0.0,
2007-07-15,32.28,32.28,32.28,32.28,0.0,
2007-07-22,31.56,31.56,31.56,31.56,0.0,
2007-07-29,29.15,29.15,29.15,29.15,0.0,
2007-08-05,27.98,27.98,27.98,27.98,0.0,
2007-08-12,28.71,28.71,28.71,28.71,0.0,
2007-08-19,28.66,28.66,28.66,28.66,0.0,
2007-08-26,29.16,29.16,29.16,29.16,0.0,
2007-09-02,28.9,28.9,28.9,28.9,0.0,
2007-09-09,28.27,28.27,28.27,28.27,0.0,
2007-09-16,28.26,28.26,28.26,28.26,0.0,
2007-09-23,29.22,29.22,29.22,29.22,0.0,
2007-09-30,28.7,28.7,28.7,28.7,0.0,
2007-10-07,29.97,29.97,29.97,29.97,0.0,
2007-10-14,29.75,29.75,29.75,29.75,0.0,
2007-10-21,28.08,28.08,28.08,28.08,0.0,
2007-10-28,28.83,28.83,28.83,28.83,0.0,
2007-11-04,27.77,27.77,27.77,27.77,0.0,
2007-11-11,27.07,27.07,27.07,27.07,0.0,
2007-11-18,26.82,26.82,26.82,26.82,0.0,
2007-11-25,26.34,26.34,26.34,26.34,0.0,
2007-12-02,26.49,26.49,26.49,26.49,0.0,
2007-12-09,26.96,26.96,26.96,26.96,0.0,
2007-12-16,25.82,25.82,25.82,25.82,0.0,
2007-12-23,24.42,24.42,24.42,24.42,0.0,
2007-12-30,23.95,23.95,23.95,23.95,0.0,
2008-01-06,22.34,22.34,22.34,22.34,0.0,
2008-01-13,21.79,21.79,21.79,21.79,0.0,
2008-01-20,21.05,21.05,21.05,21.05,0.0,
2008-01-27,21.8,21.8,21.8,21.8,0.0,
2008-02-03,23.39,23.39,23.39,23.39,0.0,
2008-02-10,22.53,22.53,22.53,22.53,0.0,
2008-02-17,22.65,22.65,22.65,22.65,0.0,
2008-02-24,22.59,22.59,22.59,22.59,0.0,
2008-03-02,22.25,22.25,22.25,22.25,0.0,
2008-03-09,21.54,21.54,21.54,21.54,0.0,
2008-03-16,21.55,21.55,21.55,21.55,0.0,
2008-03-23,22.12,22.12,22.12,22.12,0.0,
2008-03-30,22.16,22.16,22.16,22.16,0.0,
2008-04-06,23.01,23.01,23.01,23.01,0.0,
2008-04-13,22.18,22.18,22.18,22.18,0.0,
2008-04-20,23.22,23.22,23.22,23.22,0.0,
2008-04-27,22.88,22.88,22.88,22.88,0.0,
2008-05-04,23.08,23.08,23.08,23.08,0.0,
2008-05-11,22.94,22.94,22.94,22.94,0.0,
2008-05-18,23.58,23.58,23.58,23.58,0.0,
2008-05-25,23.03,23.03,23.03,23.03,0.0,
2008-06-01,23.66,23.66,23.66,23.66,0.0,
2008-06-08,23.34,23.34,23.34,23.34,0.0,
2008-06-15,23.04,23.04,23.04,23.04,0.0,
2008-06-22,22.63,22.63,22.63,22.63,0.0,
2008-06-29,21.54,21.54,21.54,21.54,0.0,
2008-07-06,20.47,20.47,20.47,20.47,0.0,
2008-07-13,20.54,20.54,20.54,20.54,0.0,
2008-07-20,21.13,21.13,21.13,21.13,0.0,
2008-07-27,21.53,21.53,21.53,21.53,0.0,
2008-08-03,21.78,21.78,21.78,21.78,0.0,
2008-08-10,22.29,22.29,22.29,22.29,0.0,
2008-08-17,22.96,22.96,22.96,22.96,0.0,
2008-08-24,22.51,22.51,22.51,22.51,0.0,
2008-08-31,22.58,22.58,22.58,22.58,0.0,
2008-09-07,22.33,22.33,22.33,22.33,0.0,
2008-09-14,22.47,22.47,22.47,22.47,0.0,
2008-09-21,23.52,23.52,23.52,23.52,0.0,
2008-09-28,21.81,21.81,21.81,21.81,0.0,
2008-10-05,19.22,19.22,19.22,19.22,0.0,
2008-10-12,16.01,16.01,16.01,16.01,0.0,
2008-10-19,15.98,15.98,15.98,15.98,0.0,
2008-10-26,14.38,14.38,14.38,14.38,0.0,
2008-11-02,16.32,16.32,16.32,16.32,0.0,
2008-11-09,15.31,15.31,15.31,15.31,0.0,
2008-11-16,13.86,13.86,13.86,13.86,0.0,
2008-11-23,12.18,12.18,12.18,12.18,0.0,
2008-11-30,14.2,14.2,14.2,14.2,0.0,
2008-12-07,13.89,13.89,13.89,13.89,0.0,
2008-12-14,13.85,13.85,13.85,13.85,0.0,
2008-12-21,14.36,14.36,14.36,14.36,0.0,
2008-12-28,14.03,14.03,14.03,14.03,0.0,
2009-01-04,15.03,15.03,15.03,15.03,0.0,
2009-01-11,14.34,14.34,14.34,14.34,0.0,
2009-01-18,13.61,13.61,13.61,13.61,0.0,
2009-01-25,12.79,12.79,12.79,12.79,0.0,
2009-02-01,12.67,12.67,12.67,12.67,0.0,
2009-02-08,13.57,13.57,13.57,13.57,0.0,
2009-02-15,12.79,12.79,12.79,12.79,0.0,
2009-02-22,11.54,11.54,11.54,11.54,0.0,
2009-03-01,11.06,11.06,11.06,11.06,0.0,
2009-03-08,9.83,9.83,9.83,9.83,0.0,
2009-03-15,11.21,11.21,11.21,11.21,0.0,
2009-03-22,11.62,11.62,11.62,11.62,0.0,
2009-03-29,12.56,12.56,12.56,12.56,0.0,
2009-04-05,13.45,13.45,13.45,13.45,0.0,
2009-04-12,13.93,13.93,13.93,13.93,0.0,
2009-04-19,14.38,14.38,14.38,14.38,0.0,
2009-04-26,14.32,14.32,14.32,14.32,0.0,
2009-05-03,14.63,14.63,14.63,14.63,0.0,
2009-05-10,15.6,15.6,15.6,15.6,0.0,
2009-05-17,14.3,14.3,14.3,14.3,0.0,
2009-05-24,14.37,14.37,14.37,14.37,0.0,
2009-05-31,15.08,15.08,15.08,15.08,0.0,
2009-06-07,15.92,15.92,15.92,15.92,0.0,
2009-06-14,15.79,15.79,15.79,15.79,0.0,
2009-06-21,15.18,15.18,15.18,15.18,0.0,
2009-06-28,15.24,15.24,15.24,15.24,0.0,
2009-07-05,14.87,14.87,14.87,14.87,0.0,
2009-07-12,14.44,14.44,14.44,14.44,0.0,
2009-07-19,15.82,15.82,15.82,15.82,0.0,
2009-07-26,16.75,16.75,16.75,16.75,0.0,
2009-08-02,17.13,17.13,17.13,17.13,0.0,
2009-08-09,17.85,17.85,17.85,17.85,0.0,
2009-08-16,17.64,17.64,17.64,17.64,0.0,
2009-08-23,18.27,18.27,18.27,18.27,0.0,
2009-08-30,18.34,18.34,18.34,18.34,0.0,
2009-09-06,17.96,17.96,17.96,17.96,0.0,
2009-09-13,18.76,18.76,18.76,18.76,0.0,
2009-09-20,19.59,19.59,19.59,19.59,0.0,
2009-09-27,18.91,18.91,18.91,18.91,0.0,
2009-10-04,18.26,18.26,18.26,18.26,0.0,
2009-10-11,19.58,19.58,19.58,19.58,0.0,
2009-10-18,19.64,19.64,19.64,19.64,0.0,
2009-10-25,19.11,19.11,19.11,19.11,0.0,
2009-11-01,17.69,17.69,17.69,17.69,0.0,
2009-11-08,18.27,18.27,18.27,18.27,0.0,
2009-11-15,18.49,18.49,18.49,18.49,0.0,
2009-11-22,18.48,18.48,18.48,18.48,0.0,
2009-11-29,18.17,18.17,18.17,18.17,0.0,
2009-12-06,18.94,18.94,18.94,18.94,0.0,
2009-12-13,18.83,18.83,18.83,18.83,0.0,
2009-12-20,19.19,19.19,19.19,19.19,0.0,
2009-12-27,19.9,19.9,19.9,19.9,0.0,
2010-01-03,19.63,19.63,19.63,19.63,0.0,
2010-01-10,20.49,20.49,20.49,20.49,0.0,
2010-01-17,20.21,20.21,20.21,20.21,0.0,
2010-01-24,19.5,19.5,19.5,19.5,0.0,
2010-01-31,19.01,19.01,19.01,19.01,0.0,
2010-02-07,18.78,18.78,18.78,18.78,0.0,
2010-02-14,19.46,19.46,19.46,19.46,0.0,
2010-02-21,20.31,20.31,20.31,20.31,0.0,
2010-02-28,20.18,20.18,20.18,20.18,0.0,
2010-03-07,21.45,21.45,21.45,21.45,0.0,
2010-03-14,21.78,21.78,21.78,21.78,0.0,
2010-03-21,21.74,21.74,21.74,21.74,0.0,
2010-03-28,21.95,21.95,21.95,21.95,0.0,
2010-04-04,22.2,22.2,22.2,22.2,0.0,
2010-04-11,23.08,23.08,23.08,23.08,0.0,
2010-04-18,23.53,23.53,23.53,23.53,0.0,
2010-04-25,24.74,24.74,24.74,24.74,0.0,
2010-05-02,23.74,23.74,23.74,23.74,0.0,
2010-05-09,21.22,21.22,21.22,21.22,0.0,
2010-05-16,22.62,22.62,22.62,22.62,0.0,
2010-05-23,20.97,20.97,20.97,20.97,0.0,
2010-05-30,21.39,21.39,21.39,21.39,0.0,
2010-06-06,20.23,20.23,20.23,20.23,0.0,
2010-06-13,20.65,20.65,20.65,20.65,0.0,
2010-06-20,21.28,21.28,21.28,21.28,0.0,
2010-06-27,20.55,20.55,20.55,20.55,0.0,
2010-07-04,18.81,18.81,18.81,18.81,0.0,
2010-07-11,19.91,19.91,19.91,19.91,0.0,
2010-07-18,19.34,19.34,19.34,19.34,0.0,
2010-07-25,20.81,20.81,20.81,20.81,0.0,
2010-08-01,20.89,20.89,20.89,20.89,0.0,
2010-08-08,20.93,20.93,20.93,20.93,0.0,
2010-08-15,19.52,19.52,19.52,19.52,0.0,
2010-08-22,19.55,19.55,19.55,19.55,0.0,
2010-08-29,19.58,19.58,19.58,19.58,0.0,
2010-09-05,20.57,20.57,20.57,20.57,0.0,
2010-09-12,20.31,20.31,20.31,20.31,0.0,
2010-09-19,20.79,20.79,20.79,20.79,0.0,
2010-09-26,21.41,21.41,21.41,21.41,0.0,
2010-10-03,21.69,21.69,21.69,21.69,0.0,
2010-10-10,22.26,22.26,22.26,22.26,0.0,
2010-10-17,22.58,22.58,22.58,22.58,0.0,
2010-10-24,22.59,22.59,22.59,22.59,0.0,
2010-10-31,22.49,22.49,22.49,22.49,0.0,
2010-11-07,23.84,23.84,23.84,23.84,0.0,
2010-11-14,23.29,23.29,23.29,23.29,0.0,
2010-11-21,23.51,23.51,23.51,23.51,0.0,
2010-11-28,23.64,23.64,23.64,23.64,0.0,
2010-12-05,24.55,24.55,24.55,24.55,0.0,
2010-12-12,25.24,25.24,25.24,25.24,0.0,
2010-12-19,25.18,25.18,25.18,25.18,0.0,
2010-12-26,25.66,25.66,25.66,25.66,0.0,
2011-01-02,25.57,25.57,25.57,25.57,0.0,
2011-01-09,25.7,25.7,25.7,25.7,0.0,
2011-01-16,26.39,26.39,26.39,26.39,0.0,
2011-01-23,25.28,25.28,25.28,25.28,0.0,
2011-01-30,25.48,25.48,25.48,25.48,0.0,
2011-02-06,26.26,26.26,26.26,26.26,0.0,
2011-02-13,27.09,27.09,27.09,27.09,0.0,
2011-02-20,27.69,27.69,27.69,27.69,0.0,
2011-02-27,27.19,27.19,27.19,27.19,0.0,
2011-03-06,27.28,27.28,27.28,27.28,0.0,
2011-03-13,26.56,26.56,26.56,26.56,0.0,
2011-03-20,26.22,26.22,26.22,26.22,0.0,
2011-03-27,27.26,27.26,27.26,27.26,0.0,
2011-04-03,27.99,27.99,27.99,27.99,0.0,
2011-04-10,27.78,27.78,27.78,27.78,0.0,
2011-04-17,27.32,27.32,27.32,27.32,0.0,
2011-04-24,27.62,27.62,27.62,27.62,0.0,
2011-05-01,28.17,28.17,28.17,28.17,0.0,
2011-05-08,27.11,27.11,27.11,27.11,0.0,
2011-05-15,27.0,27.0,27.0,27.0,0.0,
2011-05-22,26.66,26.66,26.66,26.66,0.0,
2011-05-29,26.9,26.9,26.9,26.9,0.0,
2011-06-05,25.99,25.99,25.99,25.99,0.0,
2011-06-12,25.15,25.15,25.15,25.15,0.0,
2011-06-19,25.24,25.24,25.24,25.24,0.0,
2011-06-26,25.68,25.68,25.68,25.68,0.0,
2011-07-03,27.23,27.23,27.23,27.23,0.0,
2011-07-10,27.58,27.58,27.58,27.58,0.0,
2011-07-17,26.91,26.91,26.91,26.91,0.0,
2011-07-24,27.36,27.36,27.36,27.36,0.0,
2011-07-31,26.0,26.0,26.0,26.0,0.0,
2011-08-07,23.12,23.12,23.12,23.12,0.0,
2011-08-14,22.23,22.23,22.23,22.23,0.0,
2011-08-21,20.79,20.79,20.79,20.79,0.0,
2011-08-28,22.05,22.05,22.05,22.05,0.0,
2011-09-04,21.69,21.69,21.69,21.69,0.0,
2011-09-11,21.4,21.4,21.4,21.4,0.0,
2011-09-18,22.7,22.7,22.7,22.7,0.0,
2011-09-25,20.42,20.42,20.42,20.42,0.0,
2011-10-02,20.29,20.29,20.29,20.29,0.0,
2011-10-09,20.68,20.68,20.68,20.68,0.0,
2011-10-16,22.62,22.62,22.62,22.62,0.0,
2011-10-23,22.62,22.62,22.62,22.62,0.0,
2011-10-30,24.23,24.23,24.23,24.23,0.0,
2011-11-06,23.74,23.74,23.74,23.74,0.0,
2011-11-13,23.73,23.73,23.73,23.73,0.0,
2011-11-20,22.84,22.84,22.84,22.84,0.0,
2011-11-27,21.08,21.08,21.08,21.08,0.0,
2011-12-04,23.29,23.29,23.29,23.29,0.0,
2011-12-11,23.61,23.61,23.61,23.61,0.0,
2011-12-18,22.48,22.48,22.48,22.48,0.0,
2011-12-25,23.44,23.44,23.44,23.44,0.0,
2012-01-01,23.16,23.16,23.16,23.16,0.0,
2012-01-08,23.54,23.54,23.54,23.54,0.0,
2012-01-15,24.04,24.04,24.04,24.04,0.0,
2012-01-22,24.75,24.75,24.75,24.75,0.0,
2012-01-29,25.09,25.09,25.09,25.09,0.0,
2012-02-05,26.11,26.11,26.11,26.11,0.0,
2012-02-12,25.69,25.69,25.69,25.69,0.0,
2012-02-19,26.27,26.27,26.27,26.27,0.0,
2012-02-26,26.13,26.13,26.13,26.13,0.0,
2012-03-04,25.38,25.38,25.38,25.38,0.0,
2012-03-11,25.77,25.77,25.77,25.77,0.0,
2012-03-18,26.36,26.36,26.36,26.36,0.0,
